"","Electors","Candidate","Color"
"2308",219,"Republican","#FF0000"
"2309",224,"Republican","#FF0000"
"2310",304,"Democrat","#0000FF"
"2311",346,"Democrat","#0000FF"
"2312",309,"Democrat","#0000FF"
"2313",232,"Republican","#FF0000"
"2314",375,"Democrat","#0000FF"
"2315",287,"Democrat","#0000FF"
"2316",336,"Democrat","#0000FF"
"2317",378,"Democrat","#0000FF"
"2318",365,"Democrat","#0000FF"
"2319",238,"Republican","#FF0000"
"2320",225,"Republican","#FF0000"
"2321",193,"Republican","#FF0000"
"2322",252,"Republican","#FF0000"
"2323",362,"Democrat","#0000FF"
"2324",326,"Democrat","#0000FF"
"2325",243,"Republican","#FF0000"
"2326",246,"Republican","#FF0000"
"2327",380,"Democrat","#0000FF"
"2328",212,"Republican","#FF0000"
"2329",238,"Republican","#FF0000"
"2330",336,"Democrat","#0000FF"
"2331",227,"Republican","#FF0000"
"2332",268,"Republican","#FF0000"
"2333",280,"Democrat","#0000FF"
"2334",360,"Democrat","#0000FF"
"2335",359,"Democrat","#0000FF"
"2336",213,"Republican","#FF0000"
"2337",313,"Democrat","#0000FF"
"2338",442,"Democrat","#0000FF"
"2339",245,"Republican","#FF0000"
"2340",206,"Republican","#FF0000"
"2341",252,"Republican","#FF0000"
"2342",343,"Democrat","#0000FF"
"2343",308,"Democrat","#0000FF"
"2344",228,"Republican","#FF0000"
"2345",229,"Republican","#FF0000"
"2346",329,"Democrat","#0000FF"
"2347",303,"Democrat","#0000FF"
"2348",282,"Democrat","#0000FF"
"2349",406,"Democrat","#0000FF"
"2350",398,"Democrat","#0000FF"
"2351",420,"Democrat","#0000FF"
"2352",321,"Democrat","#0000FF"
"2353",163,"Republican","#FF0000"
"2354",271,"Democrat","#0000FF"
"2355",339,"Democrat","#0000FF"
"2356",261,"Republican","#FF0000"
"2357",196,"Republican","#FF0000"
"2358",275,"Democrat","#0000FF"
"2359",430,"Democrat","#0000FF"
"2360",315,"Democrat","#0000FF"
"2361",256,"Republican","#FF0000"
"2362",379,"Democrat","#0000FF"
"2363",209,"Republican","#FF0000"
"2364",359,"Democrat","#0000FF"
"2365",213,"Republican","#FF0000"
"2366",188,"Republican","#FF0000"
"2367",217,"Republican","#FF0000"
"2368",291,"Democrat","#0000FF"
"2369",327,"Democrat","#0000FF"
"2370",339,"Democrat","#0000FF"
"2371",273,"Democrat","#0000FF"
"2372",208,"Republican","#FF0000"
"2373",257,"Republican","#FF0000"
"2374",292,"Democrat","#0000FF"
"2375",313,"Democrat","#0000FF"
"2376",195,"Republican","#FF0000"
"2377",359,"Democrat","#0000FF"
"2378",303,"Democrat","#0000FF"
"2379",400,"Democrat","#0000FF"
"2380",338,"Democrat","#0000FF"
"2381",341,"Democrat","#0000FF"
"2382",409,"Democrat","#0000FF"
"2383",326,"Democrat","#0000FF"
"2384",338,"Democrat","#0000FF"
"2385",344,"Democrat","#0000FF"
"2386",245,"Republican","#FF0000"
"2387",316,"Democrat","#0000FF"
"2388",359,"Democrat","#0000FF"
"2389",334,"Democrat","#0000FF"
"2390",313,"Democrat","#0000FF"
"2391",293,"Democrat","#0000FF"
"2392",222,"Republican","#FF0000"
"2393",219,"Republican","#FF0000"
"2394",426,"Democrat","#0000FF"
"2395",319,"Democrat","#0000FF"
"2396",379,"Democrat","#0000FF"
"2397",380,"Democrat","#0000FF"
"2398",243,"Republican","#FF0000"
"2399",238,"Republican","#FF0000"
"2400",425,"Democrat","#0000FF"
"2401",324,"Democrat","#0000FF"
"2402",406,"Democrat","#0000FF"
"2403",167,"Republican","#FF0000"
"2404",321,"Democrat","#0000FF"
"2405",319,"Democrat","#0000FF"
"2406",362,"Democrat","#0000FF"
"2407",247,"Republican","#FF0000"
"2408",306,"Democrat","#0000FF"
"2409",301,"Democrat","#0000FF"
"2410",333,"Democrat","#0000FF"
"2411",222,"Republican","#FF0000"
"2412",243,"Republican","#FF0000"
"2413",230,"Republican","#FF0000"
"2414",222,"Republican","#FF0000"
"2415",184,"Republican","#FF0000"
"2416",212,"Republican","#FF0000"
"2417",314,"Democrat","#0000FF"
"2418",317,"Democrat","#0000FF"
"2419",288,"Democrat","#0000FF"
"2420",149,"Republican","#FF0000"
"2421",242,"Republican","#FF0000"
"2422",277,"Democrat","#0000FF"
"2423",332,"Democrat","#0000FF"
"2424",284,"Democrat","#0000FF"
"2425",253,"Republican","#FF0000"
"2426",236,"Republican","#FF0000"
"2427",344,"Democrat","#0000FF"
"2428",307,"Democrat","#0000FF"
"2429",283,"Democrat","#0000FF"
"2430",304,"Democrat","#0000FF"
"2431",372,"Democrat","#0000FF"
"2432",202,"Republican","#FF0000"
"2433",229,"Republican","#FF0000"
"2434",373,"Democrat","#0000FF"
"2435",362,"Democrat","#0000FF"
"2436",349,"Democrat","#0000FF"
"2437",258,"Republican","#FF0000"
"2438",227,"Republican","#FF0000"
"2439",352,"Democrat","#0000FF"
"2440",238,"Republican","#FF0000"
"2441",262,"Republican","#FF0000"
"2442",241,"Republican","#FF0000"
"2443",441,"Democrat","#0000FF"
"2444",426,"Democrat","#0000FF"
"2445",244,"Republican","#FF0000"
"2446",185,"Republican","#FF0000"
"2447",258,"Republican","#FF0000"
"2448",441,"Democrat","#0000FF"
"2449",199,"Republican","#FF0000"
"2450",216,"Republican","#FF0000"
"2451",242,"Republican","#FF0000"
"2452",334,"Democrat","#0000FF"
"2453",278,"Democrat","#0000FF"
"2454",318,"Democrat","#0000FF"
"2455",278,"Democrat","#0000FF"
"2456",227,"Republican","#FF0000"
"2457",362,"Democrat","#0000FF"
"2458",364,"Democrat","#0000FF"
"2459",443,"Democrat","#0000FF"
"2460",199,"Republican","#FF0000"
"2461",278,"Democrat","#0000FF"
"2462",333,"Democrat","#0000FF"
"2463",303,"Democrat","#0000FF"
"2464",193,"Republican","#FF0000"
"2465",379,"Democrat","#0000FF"
"2466",317,"Democrat","#0000FF"
"2467",253,"Republican","#FF0000"
"2468",324,"Democrat","#0000FF"
"2469",169,"Republican","#FF0000"
"2470",219,"Republican","#FF0000"
"2471",407,"Democrat","#0000FF"
"2472",217,"Republican","#FF0000"
"2473",199,"Republican","#FF0000"
"2474",229,"Republican","#FF0000"
"2475",322,"Democrat","#0000FF"
"2476",334,"Democrat","#0000FF"
"2477",328,"Democrat","#0000FF"
"2478",229,"Republican","#FF0000"
"2479",309,"Democrat","#0000FF"
"2480",338,"Democrat","#0000FF"
"2481",258,"Republican","#FF0000"
"2482",190,"Republican","#FF0000"
"2483",190,"Republican","#FF0000"
"2484",186,"Republican","#FF0000"
"2485",374,"Democrat","#0000FF"
"2486",417,"Democrat","#0000FF"
"2487",346,"Democrat","#0000FF"
"2488",220,"Republican","#FF0000"
"2489",187,"Republican","#FF0000"
"2490",308,"Democrat","#0000FF"
"2491",324,"Democrat","#0000FF"
"2492",186,"Republican","#FF0000"
"2493",371,"Democrat","#0000FF"
"2494",216,"Republican","#FF0000"
"2495",308,"Democrat","#0000FF"
"2496",268,"Republican","#FF0000"
"2497",246,"Republican","#FF0000"
"2498",276,"Democrat","#0000FF"
"2499",424,"Democrat","#0000FF"
"2500",241,"Republican","#FF0000"
"2501",381,"Democrat","#0000FF"
"2502",333,"Democrat","#0000FF"
"2503",231,"Republican","#FF0000"
"2504",259,"Republican","#FF0000"
"2505",378,"Democrat","#0000FF"
"2506",298,"Democrat","#0000FF"
"2507",419,"Democrat","#0000FF"
"2508",268,"Republican","#FF0000"
"2509",325,"Democrat","#0000FF"
"2510",242,"Republican","#FF0000"
"2511",268,"Republican","#FF0000"
"2512",359,"Democrat","#0000FF"
"2513",282,"Democrat","#0000FF"
"2514",168,"Republican","#FF0000"
"2515",274,"Democrat","#0000FF"
"2516",267,"Republican","#FF0000"
"2517",350,"Democrat","#0000FF"
"2518",222,"Republican","#FF0000"
"2519",376,"Democrat","#0000FF"
"2520",272,"Democrat","#0000FF"
"2521",258,"Republican","#FF0000"
"2522",436,"Democrat","#0000FF"
"2523",248,"Republican","#FF0000"
"2524",412,"Democrat","#0000FF"
"2525",206,"Republican","#FF0000"
"2526",247,"Republican","#FF0000"
"2527",254,"Republican","#FF0000"
"2528",324,"Democrat","#0000FF"
"2529",233,"Republican","#FF0000"
"2530",287,"Democrat","#0000FF"
"2531",292,"Democrat","#0000FF"
"2532",330,"Democrat","#0000FF"
"2533",303,"Democrat","#0000FF"
"2534",290,"Democrat","#0000FF"
"2535",213,"Republican","#FF0000"
"2536",281,"Democrat","#0000FF"
"2537",365,"Democrat","#0000FF"
"2538",253,"Republican","#FF0000"
"2539",310,"Democrat","#0000FF"
"2540",347,"Democrat","#0000FF"
"2541",277,"Democrat","#0000FF"
"2542",212,"Republican","#FF0000"
"2543",245,"Republican","#FF0000"
"2544",276,"Democrat","#0000FF"
"2545",288,"Democrat","#0000FF"
"2546",406,"Democrat","#0000FF"
"2547",314,"Democrat","#0000FF"
"2548",199,"Republican","#FF0000"
"2549",259,"Republican","#FF0000"
"2550",212,"Republican","#FF0000"
"2551",282,"Democrat","#0000FF"
"2552",247,"Republican","#FF0000"
"2553",226,"Republican","#FF0000"
"2554",259,"Republican","#FF0000"
"2555",353,"Democrat","#0000FF"
"2556",251,"Republican","#FF0000"
"2557",211,"Republican","#FF0000"
"2558",299,"Democrat","#0000FF"
"2559",289,"Democrat","#0000FF"
"2560",236,"Republican","#FF0000"
"2561",269,"Republican","#FF0000"
"2562",232,"Republican","#FF0000"
"2563",296,"Democrat","#0000FF"
"2564",224,"Republican","#FF0000"
"2565",263,"Republican","#FF0000"
"2566",279,"Democrat","#0000FF"
"2567",364,"Democrat","#0000FF"
"2568",331,"Democrat","#0000FF"
"2569",368,"Democrat","#0000FF"
"2570",249,"Republican","#FF0000"
"2571",357,"Democrat","#0000FF"
"2572",412,"Democrat","#0000FF"
"2573",317,"Democrat","#0000FF"
"2574",337,"Democrat","#0000FF"
"2575",323,"Democrat","#0000FF"
"2576",243,"Republican","#FF0000"
"2577",193,"Republican","#FF0000"
"2578",298,"Democrat","#0000FF"
"2579",238,"Republican","#FF0000"
"2580",237,"Republican","#FF0000"
"2581",247,"Republican","#FF0000"
"2582",389,"Democrat","#0000FF"
"2583",289,"Democrat","#0000FF"
"2584",369,"Democrat","#0000FF"
"2585",314,"Democrat","#0000FF"
"2586",212,"Republican","#FF0000"
"2587",339,"Democrat","#0000FF"
"2588",293,"Democrat","#0000FF"
"2589",287,"Democrat","#0000FF"
"2590",401,"Democrat","#0000FF"
"2591",200,"Republican","#FF0000"
"2592",260,"Republican","#FF0000"
"2593",303,"Democrat","#0000FF"
"2594",211,"Republican","#FF0000"
"2595",352,"Democrat","#0000FF"
"2596",344,"Democrat","#0000FF"
"2597",205,"Republican","#FF0000"
"2598",211,"Republican","#FF0000"
"2599",283,"Democrat","#0000FF"
"2600",234,"Republican","#FF0000"
"2601",340,"Democrat","#0000FF"
"2602",256,"Republican","#FF0000"
"2603",342,"Democrat","#0000FF"
"2604",243,"Republican","#FF0000"
"2605",319,"Democrat","#0000FF"
"2606",362,"Democrat","#0000FF"
"2607",287,"Democrat","#0000FF"
"2608",363,"Democrat","#0000FF"
"2609",355,"Democrat","#0000FF"
"2610",370,"Democrat","#0000FF"
"2611",240,"Republican","#FF0000"
"2612",342,"Democrat","#0000FF"
"2613",248,"Republican","#FF0000"
"2614",273,"Democrat","#0000FF"
"2615",251,"Republican","#FF0000"
"2616",322,"Democrat","#0000FF"
"2617",326,"Democrat","#0000FF"
"2618",237,"Republican","#FF0000"
"2619",344,"Democrat","#0000FF"
"2620",314,"Democrat","#0000FF"
"2621",273,"Democrat","#0000FF"
"2622",351,"Democrat","#0000FF"
"2623",218,"Republican","#FF0000"
"2624",257,"Republican","#FF0000"
"2625",176,"Republican","#FF0000"
"2626",289,"Democrat","#0000FF"
"2627",365,"Democrat","#0000FF"
"2628",320,"Democrat","#0000FF"
"2629",243,"Republican","#FF0000"
"2630",268,"Republican","#FF0000"
"2631",247,"Republican","#FF0000"
"2632",226,"Republican","#FF0000"
"2633",328,"Democrat","#0000FF"
"2634",216,"Republican","#FF0000"
"2635",322,"Democrat","#0000FF"
"2636",302,"Democrat","#0000FF"
"2637",237,"Republican","#FF0000"
"2638",309,"Democrat","#0000FF"
"2639",310,"Democrat","#0000FF"
"2640",266,"Republican","#FF0000"
"2641",267,"Republican","#FF0000"
"2642",399,"Democrat","#0000FF"
"2643",181,"Republican","#FF0000"
"2644",190,"Republican","#FF0000"
"2645",262,"Republican","#FF0000"
"2646",229,"Republican","#FF0000"
"2647",317,"Democrat","#0000FF"
"2648",207,"Republican","#FF0000"
"2649",414,"Democrat","#0000FF"
"2650",221,"Republican","#FF0000"
"2651",204,"Republican","#FF0000"
"2652",243,"Republican","#FF0000"
"2653",353,"Democrat","#0000FF"
"2654",303,"Democrat","#0000FF"
"2655",239,"Republican","#FF0000"
"2656",372,"Democrat","#0000FF"
"2657",325,"Democrat","#0000FF"
"2658",203,"Republican","#FF0000"
"2659",357,"Democrat","#0000FF"
"2660",198,"Republican","#FF0000"
"2661",239,"Republican","#FF0000"
"2662",288,"Democrat","#0000FF"
"2663",319,"Democrat","#0000FF"
"2664",395,"Democrat","#0000FF"
"2665",198,"Republican","#FF0000"
"2666",245,"Republican","#FF0000"
"2667",338,"Democrat","#0000FF"
"2668",333,"Democrat","#0000FF"
"2669",248,"Republican","#FF0000"
"2670",406,"Democrat","#0000FF"
"2671",314,"Democrat","#0000FF"
"2672",282,"Democrat","#0000FF"
"2673",279,"Democrat","#0000FF"
"2674",274,"Democrat","#0000FF"
"2675",272,"Democrat","#0000FF"
"2676",259,"Republican","#FF0000"
"2677",336,"Democrat","#0000FF"
"2678",355,"Democrat","#0000FF"
"2679",388,"Democrat","#0000FF"
"2680",267,"Republican","#FF0000"
"2681",248,"Republican","#FF0000"
"2682",348,"Democrat","#0000FF"
"2683",292,"Democrat","#0000FF"
"2684",355,"Democrat","#0000FF"
"2685",298,"Democrat","#0000FF"
"2686",383,"Democrat","#0000FF"
"2687",454,"Democrat","#0000FF"
"2688",338,"Democrat","#0000FF"
"2689",293,"Democrat","#0000FF"
"2690",252,"Republican","#FF0000"
"2691",350,"Democrat","#0000FF"
"2692",359,"Democrat","#0000FF"
"2693",286,"Democrat","#0000FF"
"2694",314,"Democrat","#0000FF"
"2695",262,"Republican","#FF0000"
"2696",212,"Republican","#FF0000"
"2697",377,"Democrat","#0000FF"
"2698",298,"Democrat","#0000FF"
"2699",207,"Republican","#FF0000"
"2700",359,"Democrat","#0000FF"
"2701",348,"Democrat","#0000FF"
"2702",311,"Democrat","#0000FF"
"2703",330,"Democrat","#0000FF"
"2704",223,"Republican","#FF0000"
"2705",304,"Democrat","#0000FF"
"2706",259,"Republican","#FF0000"
"2707",277,"Democrat","#0000FF"
"2708",332,"Democrat","#0000FF"
"2709",222,"Republican","#FF0000"
"2710",396,"Democrat","#0000FF"
"2711",412,"Democrat","#0000FF"
"2712",289,"Democrat","#0000FF"
"2713",336,"Democrat","#0000FF"
"2714",254,"Republican","#FF0000"
"2715",317,"Democrat","#0000FF"
"2716",255,"Republican","#FF0000"
"2717",412,"Democrat","#0000FF"
"2718",322,"Democrat","#0000FF"
"2719",212,"Republican","#FF0000"
"2720",395,"Democrat","#0000FF"
"2721",291,"Democrat","#0000FF"
"2722",212,"Republican","#FF0000"
"2723",225,"Republican","#FF0000"
"2724",319,"Democrat","#0000FF"
"2725",227,"Republican","#FF0000"
"2726",288,"Democrat","#0000FF"
"2727",338,"Democrat","#0000FF"
"2728",371,"Democrat","#0000FF"
"2729",342,"Democrat","#0000FF"
"2730",382,"Democrat","#0000FF"
"2731",287,"Democrat","#0000FF"
"2732",288,"Democrat","#0000FF"
"2733",232,"Republican","#FF0000"
"2734",249,"Republican","#FF0000"
"2735",288,"Democrat","#0000FF"
"2736",463,"Democrat","#0000FF"
"2737",242,"Republican","#FF0000"
"2738",344,"Democrat","#0000FF"
"2739",263,"Republican","#FF0000"
"2740",298,"Democrat","#0000FF"
"2741",241,"Republican","#FF0000"
"2742",388,"Democrat","#0000FF"
"2743",195,"Republican","#FF0000"
"2744",327,"Democrat","#0000FF"
"2745",222,"Republican","#FF0000"
"2746",361,"Democrat","#0000FF"
"2747",379,"Democrat","#0000FF"
"2748",419,"Democrat","#0000FF"
"2749",174,"Republican","#FF0000"
"2750",221,"Republican","#FF0000"
"2751",195,"Republican","#FF0000"
"2752",358,"Democrat","#0000FF"
"2753",282,"Democrat","#0000FF"
"2754",253,"Republican","#FF0000"
"2755",223,"Republican","#FF0000"
"2756",292,"Democrat","#0000FF"
"2757",322,"Democrat","#0000FF"
"2758",206,"Republican","#FF0000"
"2759",318,"Democrat","#0000FF"
"2760",343,"Democrat","#0000FF"
"2761",258,"Republican","#FF0000"
"2762",409,"Democrat","#0000FF"
"2763",244,"Republican","#FF0000"
"2764",194,"Republican","#FF0000"
"2765",453,"Democrat","#0000FF"
"2766",212,"Republican","#FF0000"
"2767",287,"Democrat","#0000FF"
"2768",228,"Republican","#FF0000"
"2769",179,"Republican","#FF0000"
"2770",328,"Democrat","#0000FF"
"2771",235,"Republican","#FF0000"
"2772",211,"Republican","#FF0000"
"2773",383,"Democrat","#0000FF"
"2774",292,"Democrat","#0000FF"
"2775",308,"Democrat","#0000FF"
"2776",368,"Democrat","#0000FF"
"2777",268,"Republican","#FF0000"
"2778",243,"Republican","#FF0000"
"2779",254,"Republican","#FF0000"
"2780",273,"Democrat","#0000FF"
"2781",302,"Democrat","#0000FF"
"2782",361,"Democrat","#0000FF"
"2783",285,"Democrat","#0000FF"
"2784",338,"Democrat","#0000FF"
"2785",304,"Democrat","#0000FF"
"2786",260,"Republican","#FF0000"
"2787",272,"Democrat","#0000FF"
"2788",237,"Republican","#FF0000"
"2789",238,"Republican","#FF0000"
"2790",362,"Democrat","#0000FF"
"2791",229,"Republican","#FF0000"
"2792",233,"Republican","#FF0000"
"2793",181,"Republican","#FF0000"
"2794",229,"Republican","#FF0000"
"2795",258,"Republican","#FF0000"
"2796",342,"Democrat","#0000FF"
"2797",242,"Republican","#FF0000"
"2798",333,"Democrat","#0000FF"
"2799",257,"Republican","#FF0000"
"2800",421,"Democrat","#0000FF"
"2801",169,"Republican","#FF0000"
"2802",240,"Republican","#FF0000"
"2803",167,"Republican","#FF0000"
"2804",309,"Democrat","#0000FF"
"2805",234,"Republican","#FF0000"
"2806",229,"Republican","#FF0000"
"2807",160,"Republican","#FF0000"
"2808",348,"Democrat","#0000FF"
"2809",231,"Republican","#FF0000"
"2810",312,"Democrat","#0000FF"
"2811",353,"Democrat","#0000FF"
"2812",264,"Republican","#FF0000"
"2813",334,"Democrat","#0000FF"
"2814",379,"Democrat","#0000FF"
"2815",257,"Republican","#FF0000"
"2816",204,"Republican","#FF0000"
"2817",277,"Democrat","#0000FF"
"2818",262,"Republican","#FF0000"
"2819",212,"Republican","#FF0000"
"2820",210,"Republican","#FF0000"
"2821",218,"Republican","#FF0000"
"2822",411,"Democrat","#0000FF"
"2823",209,"Republican","#FF0000"
"2824",292,"Democrat","#0000FF"
"2825",445,"Democrat","#0000FF"
"2826",343,"Democrat","#0000FF"
"2827",274,"Democrat","#0000FF"
"2828",216,"Republican","#FF0000"
"2829",284,"Democrat","#0000FF"
"2830",262,"Republican","#FF0000"
"2831",314,"Democrat","#0000FF"
"2832",263,"Republican","#FF0000"
"2833",258,"Republican","#FF0000"
"2834",365,"Democrat","#0000FF"
"2835",199,"Republican","#FF0000"
"2836",259,"Republican","#FF0000"
"2837",349,"Democrat","#0000FF"
"2838",287,"Democrat","#0000FF"
"2839",223,"Republican","#FF0000"
"2840",359,"Democrat","#0000FF"
"2841",389,"Democrat","#0000FF"
"2842",282,"Democrat","#0000FF"
"2843",227,"Republican","#FF0000"
"2844",222,"Republican","#FF0000"
"2845",365,"Democrat","#0000FF"
"2846",277,"Democrat","#0000FF"
"2847",281,"Democrat","#0000FF"
"2848",236,"Republican","#FF0000"
"2849",349,"Democrat","#0000FF"
"2850",301,"Democrat","#0000FF"
"2851",273,"Democrat","#0000FF"
"2852",449,"Democrat","#0000FF"
"2853",371,"Democrat","#0000FF"
"2854",327,"Democrat","#0000FF"
"2855",323,"Democrat","#0000FF"
"2856",272,"Democrat","#0000FF"
"2857",223,"Republican","#FF0000"
"2858",263,"Republican","#FF0000"
"2859",270,"Democrat","#0000FF"
"2860",401,"Democrat","#0000FF"
"2861",243,"Republican","#FF0000"
"2862",247,"Republican","#FF0000"
"2863",141,"Republican","#FF0000"
"2864",232,"Republican","#FF0000"
"2865",281,"Democrat","#0000FF"
"2866",277,"Democrat","#0000FF"
"2867",275,"Democrat","#0000FF"
"2868",435,"Democrat","#0000FF"
"2869",291,"Democrat","#0000FF"
"2870",322,"Democrat","#0000FF"
"2871",292,"Democrat","#0000FF"
"2872",239,"Republican","#FF0000"
"2873",167,"Republican","#FF0000"
"2874",317,"Democrat","#0000FF"
"2875",288,"Democrat","#0000FF"
"2876",214,"Republican","#FF0000"
"2877",319,"Democrat","#0000FF"
"2878",214,"Republican","#FF0000"
"2879",312,"Democrat","#0000FF"
"2880",402,"Democrat","#0000FF"
"2881",237,"Republican","#FF0000"
"2882",356,"Democrat","#0000FF"
"2883",209,"Republican","#FF0000"
"2884",293,"Democrat","#0000FF"
"2885",243,"Republican","#FF0000"
"2886",322,"Democrat","#0000FF"
"2887",404,"Democrat","#0000FF"
"2888",232,"Republican","#FF0000"
"2889",398,"Democrat","#0000FF"
"2890",206,"Republican","#FF0000"
"2891",203,"Republican","#FF0000"
"2892",293,"Democrat","#0000FF"
"2893",181,"Republican","#FF0000"
"2894",230,"Republican","#FF0000"
"2895",406,"Democrat","#0000FF"
"2896",333,"Democrat","#0000FF"
"2897",370,"Democrat","#0000FF"
"2898",167,"Republican","#FF0000"
"2899",395,"Democrat","#0000FF"
"2900",165,"Republican","#FF0000"
"2901",217,"Republican","#FF0000"
"2902",319,"Democrat","#0000FF"
"2903",349,"Democrat","#0000FF"
"2904",327,"Democrat","#0000FF"
"2905",442,"Democrat","#0000FF"
"2906",222,"Republican","#FF0000"
"2907",324,"Democrat","#0000FF"
"2908",405,"Democrat","#0000FF"
"2909",184,"Republican","#FF0000"
"2910",227,"Republican","#FF0000"
"2911",318,"Democrat","#0000FF"
"2912",251,"Republican","#FF0000"
"2913",222,"Republican","#FF0000"
"2914",234,"Republican","#FF0000"
"2915",429,"Democrat","#0000FF"
"2916",319,"Democrat","#0000FF"
"2917",395,"Democrat","#0000FF"
"2918",233,"Republican","#FF0000"
"2919",280,"Democrat","#0000FF"
"2920",308,"Democrat","#0000FF"
"2921",272,"Democrat","#0000FF"
"2922",194,"Republican","#FF0000"
"2923",219,"Republican","#FF0000"
"2924",252,"Republican","#FF0000"
"2925",336,"Democrat","#0000FF"
"2926",242,"Republican","#FF0000"
"2927",216,"Republican","#FF0000"
"2928",303,"Democrat","#0000FF"
"2929",415,"Democrat","#0000FF"
"2930",374,"Democrat","#0000FF"
"2931",284,"Democrat","#0000FF"
"2932",205,"Republican","#FF0000"
"2933",355,"Democrat","#0000FF"
"2934",210,"Republican","#FF0000"
"2935",229,"Republican","#FF0000"
"2936",242,"Republican","#FF0000"
"2937",261,"Republican","#FF0000"
"2938",254,"Republican","#FF0000"
"2939",365,"Democrat","#0000FF"
"2940",216,"Republican","#FF0000"
"2941",224,"Republican","#FF0000"
"2942",201,"Republican","#FF0000"
"2943",292,"Democrat","#0000FF"
"2944",368,"Democrat","#0000FF"
"2945",309,"Democrat","#0000FF"
"2946",461,"Democrat","#0000FF"
"2947",303,"Democrat","#0000FF"
"2948",184,"Republican","#FF0000"
"2949",343,"Democrat","#0000FF"
"2950",336,"Democrat","#0000FF"
"2951",272,"Democrat","#0000FF"
"2952",282,"Democrat","#0000FF"
"2953",293,"Democrat","#0000FF"
"2954",203,"Republican","#FF0000"
"2955",266,"Republican","#FF0000"
"2956",426,"Democrat","#0000FF"
"2957",273,"Democrat","#0000FF"
"2958",330,"Democrat","#0000FF"
"2959",357,"Democrat","#0000FF"
"2960",196,"Republican","#FF0000"
"2961",410,"Democrat","#0000FF"
"2962",393,"Democrat","#0000FF"
"2963",269,"Republican","#FF0000"
"2964",320,"Democrat","#0000FF"
"2965",370,"Democrat","#0000FF"
"2966",251,"Republican","#FF0000"
"2967",162,"Republican","#FF0000"
"2968",230,"Republican","#FF0000"
"2969",376,"Democrat","#0000FF"
"2970",338,"Democrat","#0000FF"
"2971",281,"Democrat","#0000FF"
"2972",325,"Democrat","#0000FF"
"2973",276,"Democrat","#0000FF"
"2974",258,"Republican","#FF0000"
"2975",309,"Democrat","#0000FF"
"2976",218,"Republican","#FF0000"
"2977",132,"Republican","#FF0000"
"2978",332,"Democrat","#0000FF"
"2979",259,"Republican","#FF0000"
"2980",327,"Democrat","#0000FF"
"2981",237,"Republican","#FF0000"
"2982",329,"Democrat","#0000FF"
"2983",330,"Democrat","#0000FF"
"2984",279,"Democrat","#0000FF"
"2985",427,"Democrat","#0000FF"
"2986",242,"Republican","#FF0000"
"2987",281,"Democrat","#0000FF"
"2988",307,"Democrat","#0000FF"
"2989",416,"Democrat","#0000FF"
"2990",219,"Republican","#FF0000"
"2991",240,"Republican","#FF0000"
"2992",370,"Democrat","#0000FF"
"2993",204,"Republican","#FF0000"
"2994",317,"Democrat","#0000FF"
"2995",377,"Democrat","#0000FF"
"2996",210,"Republican","#FF0000"
"2997",287,"Democrat","#0000FF"
"2998",346,"Democrat","#0000FF"
"2999",264,"Republican","#FF0000"
"3000",248,"Republican","#FF0000"
"3001",156,"Republican","#FF0000"
"3002",311,"Democrat","#0000FF"
"3003",340,"Democrat","#0000FF"
"3004",303,"Democrat","#0000FF"
"3005",332,"Democrat","#0000FF"
"3006",461,"Democrat","#0000FF"
"3007",319,"Democrat","#0000FF"
"3008",242,"Republican","#FF0000"
"3009",266,"Republican","#FF0000"
"3010",262,"Republican","#FF0000"
"3011",191,"Republican","#FF0000"
"3012",299,"Democrat","#0000FF"
"3013",359,"Democrat","#0000FF"
"3014",292,"Democrat","#0000FF"
"3015",298,"Democrat","#0000FF"
"3016",268,"Republican","#FF0000"
"3017",287,"Democrat","#0000FF"
"3018",360,"Democrat","#0000FF"
"3019",427,"Democrat","#0000FF"
"3020",319,"Democrat","#0000FF"
"3021",376,"Democrat","#0000FF"
"3022",359,"Democrat","#0000FF"
"3023",237,"Republican","#FF0000"
"3024",215,"Republican","#FF0000"
"3025",248,"Republican","#FF0000"
"3026",340,"Democrat","#0000FF"
"3027",246,"Republican","#FF0000"
"3028",351,"Democrat","#0000FF"
"3029",349,"Democrat","#0000FF"
"3030",271,"Democrat","#0000FF"
"3031",227,"Republican","#FF0000"
"3032",202,"Republican","#FF0000"
"3033",391,"Democrat","#0000FF"
"3034",343,"Democrat","#0000FF"
"3035",252,"Republican","#FF0000"
"3036",214,"Republican","#FF0000"
"3037",296,"Democrat","#0000FF"
"3038",219,"Republican","#FF0000"
"3039",208,"Republican","#FF0000"
"3040",293,"Democrat","#0000FF"
"3041",354,"Democrat","#0000FF"
"3042",273,"Democrat","#0000FF"
"3043",392,"Democrat","#0000FF"
"3044",268,"Republican","#FF0000"
"3045",333,"Democrat","#0000FF"
"3046",447,"Democrat","#0000FF"
"3047",311,"Democrat","#0000FF"
"3048",241,"Republican","#FF0000"
"3049",227,"Republican","#FF0000"
"3050",335,"Democrat","#0000FF"
"3051",319,"Democrat","#0000FF"
"3052",212,"Republican","#FF0000"
"3053",343,"Democrat","#0000FF"
"3054",314,"Democrat","#0000FF"
"3055",317,"Democrat","#0000FF"
"3056",323,"Democrat","#0000FF"
"3057",409,"Democrat","#0000FF"
"3058",211,"Republican","#FF0000"
"3059",338,"Democrat","#0000FF"
